username_length,num_posts,num_followers,num_following,account_age_days,has_profile_picture,has_bio,engagement_ratio,is_verified,is_fake
10,1925,462,481,908,1,1,4.1891,0,0
19,1535,116,800,1545,1,1,13.2383,0,0
10,7,62,573,1009,1,0,0.1111,0,0
16,74,29073,154,2242,1,1,0.0052,0,0
10,3,418,932,1007,0,0,4.3055,0,0
15,71,2636,645,974,1,1,0.0227,0,0
12,1205,469,436,1987,1,1,2.5737,0,0
19,1256,144,604,334,0,1,8.7237,0,0
14,82,45,55,3636,1,1,1.8211,0,0
15,1831,378,209,2523,1,1,4.8524,0,0
18,172,219,895,1948,1,1,0.7937,0,0
5,6,1,2169,19,0,0,5.9987,0,1
17,1425,424,351,1525,0,1,3.3474,0,0
28,5,25,156,5,1,0,0.2006,0,1
13,93,52,202,1904,0,0,1.7936,0,0
11,52,340,340,2325,1,0,0.1526,0,0
15,1346,758,756,3441,1,0,1.7883,0,0
13,661,304,621,2805,0,0,2.1791,0,0
24,9,2221,4302,356,0,1,0.0,0,1
10,294,3084,628,738,1,0,0.1079,0,0
7,908,3667,366,573,1,1,0.2535,0,0
11,1823,210,639,2267,1,1,8.674,0,0
19,625,1777,410,1794,0,1,0.3479,0,0
17,1524,479,550,2985,1,1,3.1767,0,0
21,0,6869,181,27,1,0,0.0,0,1
5,42,43,307,779,1,1,0.9788,0,0
9,856,3121,487,2165,0,1,0.2761,0,0
15,8,45,1035,342,1,1,0.1759,0,1
8,83,1430,93,1484,0,1,0.0601,0,0
21,8,4344,1958,16,0,0,0.0,0,1
17,3,2409,997,2557,1,1,0.0039,0,0
19,1265,1997,144,2585,0,1,0.6318,0,0
17,4,88,3994,141,0,0,0.046,0,1
5,33,3,1663,42,0,0,11.0069,0,1
19,40,0,3917,109,0,0,40.0016,0,1
5,1020,419,348,3588,1,1,2.4148,0,0
16,1284,1440,370,1298,1,1,0.8864,0,0
13,1976,2378,267,3168,1,1,0.8263,0,0
7,1940,84,190,3189,0,1,23.0662,0,0
19,4,4050,1070,7,1,0,0.0106,0,1
12,277,17231,872,3025,1,1,0.0177,0,0
26,8,17,1574,363,1,1,0.4654,0,1
10,1756,322,238,2798,1,1,5.4607,0,0
15,362,32,677,622,0,1,11.3106,0,0
18,1763,280,956,1161,1,1,6.2931,0,0
10,31,987,392,1414,1,0,0.0249,0,0
16,8,60,4637,27,0,0,0.1345,0,1
10,267,435,710,1254,0,1,0.6283,0,0
16,1697,483,244,3175,0,0,3.5117,0,0
19,13,486,563,1536,1,1,0.0259,0,0
9,203,162,903,2710,1,1,1.2281,0,0
6,5,29,2633,19,1,0,0.1758,0,1
4,26,26,3265,3,1,0,0.9881,0,1
13,72,153,466,1923,0,1,0.4802,0,0
15,37,8640,3423,204,1,0,0.0,0,1
15,1225,18,159,383,1,1,68.0523,0,0
7,3,48762,990,299,1,1,0.0079,0,0
14,490,264,858,977,1,1,1.8469,0,0
19,58,29107,193,3221,1,1,0.0144,0,0
15,32,188,552,435,1,1,0.1607,0,0
16,1385,64,308,1831,1,0,21.6505,0,0
24,4,31,1877,17,1,0,0.1312,0,1
23,1,11,3759,53,1,0,0.0944,0,1
5,2,5437,86,1714,1,1,0.0,0,0
10,44,212,444,802,0,0,0.2086,0,0
14,1607,23,408,2319,1,0,69.8663,0,0
7,1,14,1627,291,1,0,0.0644,0,1
6,1301,30377,656,502,1,0,0.0299,0,0
6,7,1117,2870,23,1,0,0.0027,0,1
17,1406,136,963,3188,0,1,10.3585,0,0
19,42,12,2042,27,0,0,3.4873,0,1
15,1187,295,954,189,1,1,3.9955,0,0
13,1128,2355,699,1210,0,0,0.4737,0,0
11,964,527,522,2026,1,1,1.8237,0,0
16,0,22,1432,306,1,0,0.003,0,1
19,5,3768,2332,19,0,1,0.0032,0,1
20,1,8958,4906,267,1,0,0.0,0,1
26,2,2427,1285,185,1,0,0.0,0,1
7,92,1996,860,2073,1,0,0.0393,0,0
8,43,2929,965,1831,1,1,0.0132,0,0
14,1634,250,615,2167,0,1,6.5415,0,0
15,1556,27,202,431,1,1,57.6207,0,0
19,84,37,172,3303,1,1,2.2849,0,0
17,427,36,344,3389,1,0,11.8583,0,0
6,1650,434,157,3115,0,1,3.8093,0,0
13,1538,4000,756,2004,0,1,0.3906,0,0
20,9,26,3825,127,0,0,0.3463,0,1
7,1493,4726,78,3645,1,1,0.3174,0,0
5,6,4411,2673,23,0,0,0.01,0,1
16,324,256,522,106,1,1,1.2662,0,0
13,792,1832,300,3100,1,1,0.4105,0,0
7,1306,2241,538,1405,1,1,0.5857,0,0
16,9,22,3694,19,1,0,0.4029,0,1
18,1866,94,900,2810,1,1,19.8415,0,0
5,355,4310,215,2291,1,1,0.0775,0,0
10,536,268,135,547,1,0,1.9976,0,0
3,5,54,1840,25,0,0,0.0994,0,1
17,90,336,983,1010,0,1,0.2756,0,0
10,1863,40968,563,1413,0,1,0.0452,0,0
7,1984,393,654,1684,1,1,5.0466,0,0
14,969,3215,499,2355,1,0,0.2966,0,0
8,1679,20947,795,2309,1,1,0.0857,0,0
14,92,3712,643,2519,1,1,0.0324,0,0
17,7,6884,4616,12,0,0,0.0196,0,1
9,1482,1241,955,3258,0,0,1.1961,0,0
10,188,420,585,2240,1,1,0.4505,0,0
18,1024,105,813,169,1,1,9.7657,0,0
5,1009,410,59,2507,1,1,2.4553,0,0
14,1635,629,797,2736,0,0,2.6089,0,0
17,49,120,750,2896,1,0,0.4257,0,0
17,1312,3903,372,1644,1,1,0.3223,0,0
11,318,1995,927,94,1,0,0.1565,0,0
11,1346,84,577,2964,1,0,16.0322,0,0
11,17,3959,98,601,0,0,0.0038,0,0
15,43,256,629,2642,1,1,0.1647,0,0
24,9,56,3022,23,1,1,0.1622,0,1
5,700,259,697,2973,0,1,2.6907,0,0
16,1902,139,680,79,1,1,13.6883,0,0
13,1273,70,97,1501,1,0,18.1935,0,0
15,3,93,3598,30,0,0,0.0274,0,1
9,534,177,562,3275,1,0,2.9983,0,0
6,18,26,1943,322,1,0,0.6872,0,1
16,5,61,2940,48,1,1,0.0799,0,1
14,90,2868,682,2410,1,0,0.0476,0,0
28,5,0,2854,1,0,0,4.9972,0,1
18,615,2125,281,465,1,0,0.288,0,0
10,25,332,599,1433,1,0,0.0885,0,0
16,546,262,406,2234,1,1,2.079,0,0
8,413,307,685,2522,0,1,1.3358,0,0
21,4,41,2124,13,0,0,0.0987,0,1
16,1220,351,947,3044,1,1,3.4789,0,0
7,3,1311,4491,18,1,0,0.0,0,1
8,552,49906,840,1970,1,0,0.0122,0,0
5,1768,219,757,1744,1,1,8.0599,0,0
28,33,3318,1883,65,0,0,0.0288,0,1
11,6,157,629,95,1,1,0.0241,0,0
7,74,45927,802,2094,1,1,0.0,0,0
7,353,323,592,2404,1,0,1.0878,0,0
7,8,65,766,1779,1,1,0.1206,0,0
3,6,4063,2287,16,0,0,0.0,0,1
9,86,192,793,2852,1,1,0.4588,0,0
7,110,20,216,2484,1,0,5.4894,0,0
14,56,85,266,93,0,0,0.6456,0,0
17,53,209,930,868,1,0,0.2576,0,0
28,4,3808,4435,188,0,0,0.0,0,1
13,93,1696,657,1555,1,0,0.0751,0,0
8,80,72,688,100,1,1,1.1138,0,0
29,7,5178,1045,9,0,0,0.0,0,1
26,5,66,3677,20,1,0,0.0789,0,1
11,279,949,180,1287,1,1,0.295,0,0
17,595,3086,564,510,1,0,0.1907,0,0
12,1584,451,89,2264,1,0,3.5091,0,0
18,1164,332,455,568,1,1,3.5179,0,0
22,3,4713,3845,3,0,1,0.0085,0,1
14,323,472,173,267,0,1,0.6766,0,0
22,28,1995,4761,253,0,0,0.0161,0,1
8,940,433,213,2702,1,1,2.1767,0,0
27,0,38,1114,14,1,0,0.0038,0,1
6,999,378,832,1562,1,1,2.6473,1,0
9,1186,437,233,346,0,1,2.7017,0,0
11,831,444,73,1117,1,1,1.8695,0,0
17,64,319,56,3144,1,1,0.1953,0,0
6,1462,30,989,510,1,1,48.7356,0,0
13,76,425,620,3131,1,0,0.1744,0,0
11,824,11041,595,1523,1,0,0.0794,0,0
14,1798,442,142,3379,1,0,4.0532,1,0
25,7,50,4326,7,0,0,0.1613,0,1
15,708,34893,430,784,1,1,0.0287,0,0
13,788,183,638,3189,1,0,4.2962,0,0
10,4,15,706,3032,1,1,5.4437,0,0
25,3,28,4469,50,0,0,0.0984,0,1
5,20,341,409,3232,1,0,0.0596,0,0
13,78,85,204,490,1,1,0.9314,0,0
13,1219,371,88,3559,1,1,3.2958,0,0
5,1211,271,145,1978,0,1,4.4435,0,0
19,9,3248,955,838,1,1,0.5465,0,0
16,8,7319,264,281,1,1,0.0055,0,1
6,718,164,632,666,1,1,4.3687,0,0
13,65,488,55,942,1,1,0.1237,0,0
18,228,472,242,2827,0,1,0.4928,0,0
14,1002,2715,560,326,1,1,0.3822,0,0
19,1317,90,910,1389,0,1,14.6384,0,0
16,930,49770,57,592,1,1,0.0211,0,0
10,21,209,458,2515,1,0,0.0973,0,0
11,9,355,252,2523,1,0,0.0349,0,0
20,6,8618,4046,4,1,0,0.0,0,1
9,1186,759,97,2224,0,1,1.5548,0,0
14,1696,98,649,2100,1,1,17.3154,0,0
15,1,74,3653,143,1,0,0.0,0,1
13,1180,223,358,557,0,1,5.2892,0,0
15,86,130,779,3292,1,1,0.6787,0,0
8,4,2616,193,1764,1,1,0.0004,0,0
3,5,2719,659,29,1,1,0.0086,0,1
11,1526,454,665,1282,1,1,3.372,0,0
28,11,3814,2939,26,0,0,0.0,0,1
3,0,2758,3378,256,0,1,0.0086,0,1
15,111,497,714,3062,1,1,0.2266,0,0
13,1815,252,359,2593,1,1,7.1965,0,0
17,680,237,524,1408,1,0,2.8753,0,0
17,1706,106,222,2869,1,1,16.0887,0,0
12,88,103,580,159,0,0,0.8439,0,0
24,9,15,207,181,1,1,0.5959,0,1
14,47,272,458,3182,1,1,0.1863,0,0
13,66,264,499,3577,0,1,0.2427,0,0
4,2,9944,1578,9,0,0,0.0177,0,1
13,28,41,417,188,0,1,0.6943,0,0
5,86,172,414,1950,1,1,0.5136,0,0
5,466,495,65,1464,0,0,0.9212,0,0
15,1615,4982,338,1822,1,1,0.3275,0,0
13,1291,65,568,171,1,1,19.8484,0,0
10,1638,395,407,2665,1,1,4.1397,0,0
16,38,91,3809,11,1,0,0.4239,0,1
19,1097,196,346,3301,0,0,5.5981,0,0
9,1616,377,995,1317,1,0,4.2989,0,0
20,0,59,3612,11,0,1,0.0097,0,1
20,32,28,1229,24,0,0,1.1621,0,1
3,6,19,3968,18,0,0,0.3265,0,1
19,89,2084,148,2756,1,1,0.0252,0,0
18,14,337,521,2625,1,0,0.0494,0,0
16,1117,16,865,1003,1,1,69.8054,0,0
12,96,457,491,3443,1,0,0.2134,0,0
15,638,127,517,1012,1,0,5.0237,0,0
19,1096,93,124,1931,1,1,11.7684,0,0
17,2,24,2092,65,0,1,0.0909,0,1
19,92,46340,295,2328,1,1,0.0,0,0
15,2,3134,1483,76,0,0,0.0029,0,1
11,1418,484,609,288,1,1,2.9151,0,0
16,27,84,776,432,1,0,0.3319,0,0
18,0,2464,4982,6,0,1,0.0,0,1
8,1479,27,199,1040,1,1,54.782,0,0
13,95,4605,176,2775,1,1,0.0148,0,0
20,5,34,2623,8,1,1,0.1548,0,1
10,1198,153,464,3498,1,0,7.8323,0,0
8,1419,329,993,922,1,1,4.329,0,0
18,29,2686,462,2937,1,0,0.0,0,0
23,49,95,2171,9,1,0,0.5161,0,1
5,5,1053,1198,29,1,0,0.0,0,1
5,1225,2741,746,2882,1,1,0.4472,0,0
18,46,2148,226,2901,1,1,0.0229,0,0
6,14,40,2596,283,0,0,0.3412,0,1
14,1143,253,914,1315,1,1,4.514,0,0
19,15,1791,3614,24,1,0,0.0205,0,1
5,34,30,4030,4,0,0,1.1377,0,1
10,120,69,137,1647,1,1,1.7325,0,0
10,34,10,700,3547,1,1,3.4001,0,0
23,3,7274,4102,17,1,0,0.005,0,1
21,0,3240,192,23,0,0,0.0,0,1
5,1417,16426,966,1798,0,0,0.0755,0,0
13,62,451,869,954,1,1,0.1392,0,0
7,1397,226,944,2539,0,0,6.1817,0,0
10,80,249,698,1717,1,1,0.3203,1,0
21,10,30,761,150,0,1,0.348,0,1
18,646,3940,635,2951,0,1,0.1622,1,0
19,10,216,423,161,1,1,0.0158,0,0
28,1,6234,2292,15,0,0,0.0,0,1
11,1059,398,636,69,1,1,2.6604,0,0
7,1,116,170,3112,1,0,0.5333,0,0
17,518,182,721,3115,1,1,2.8368,0,0
19,58,208,870,1373,1,0,0.276,0,0
5,68,31555,128,2320,0,1,0.0,0,0
27,4,58,4666,1,0,0,0.0904,0,1
4,8,80,3714,16,0,0,0.0916,0,1
6,1297,331,693,3086,0,1,3.9224,0,0
7,710,342,496,1430,1,1,2.0841,0,0
11,169,120,84,3581,0,0,1.4142,0,0
11,78,271,309,1538,1,1,0.2872,0,0
26,9,72,184,24,0,0,0.1468,0,1
8,7,179,655,3147,0,1,0.0393,0,0
16,16,117,425,34,1,1,0.1523,0,0
26,0,4,477,189,0,1,0.0,0,1
9,40,394,181,2287,1,0,0.0966,0,0
8,1443,9270,503,128,1,1,0.1335,0,0
6,1654,296,406,1910,0,0,5.5872,0,0
5,1906,853,923,2992,1,1,2.2569,0,0
22,9,28,1012,25,1,0,0.3083,0,1
12,64,171,885,3122,1,1,0.374,0,0
5,1909,460,985,1908,1,1,4.1423,0,0
10,405,325,120,1693,1,1,1.243,0,0
15,1375,35735,252,2797,1,0,0.0443,0,0
4,9,35,1494,6,0,0,0.253,0,1
8,7,185,950,770,1,0,0.0387,0,0
20,35,52,1778,3,1,0,0.6834,0,1
11,1531,455,349,455,1,0,3.3582,0,0
18,69,109,139,93,1,1,0.636,0,0
21,5,34,1571,27,0,1,0.1458,0,1
5,1115,246,655,2205,1,1,4.5296,0,0
13,26,3628,197,3402,1,1,0.0,0,0
5,1943,258,738,2506,1,1,7.5283,0,0
5,1909,3077,598,1349,1,1,0.6154,0,0
15,666,18,868,2180,0,0,37.0143,0,0
9,0,394,758,1860,1,1,0.0186,0,0
25,9,2408,4531,3,0,1,0.0105,0,1
13,712,329,504,2413,1,1,2.1573,0,0
6,1180,487,928,1765,1,1,2.4206,0,0
18,1483,122,284,80,1,1,12.1534,0,0
19,1177,432,58,1016,1,1,2.7254,0,0
12,1057,2745,291,2506,1,1,0.3875,0,0
26,26,53,1443,20,1,1,0.4892,0,1
5,1228,486,672,2166,1,1,2.5239,0,0
19,94,3661,334,2386,1,1,0.0233,0,0
8,1416,48,877,2583,1,0,29.4861,0,0
14,1103,175,104,2955,1,0,6.2938,0,0
10,1396,371,167,2765,1,1,3.761,0,0
16,6,85,4721,294,1,0,0.0809,0,1
6,33,4075,582,16,0,0,0.0137,0,1
20,0,5903,2363,144,1,0,0.0035,0,1
13,1132,212,368,2938,1,1,5.3267,0,0
18,730,380,322,3354,0,1,1.9091,0,0
11,13,31,97,2580,1,1,0.4256,0,0
7,0,2081,2748,17,0,0,0.0,0,1
19,68,469,166,2774,0,1,0.1418,0,0
25,3,90,3393,26,1,0,0.0444,0,1
12,403,309,439,2197,1,0,1.2968,0,0
17,3,8275,3877,9,0,0,0.0023,0,1
19,1894,220,388,2082,1,1,8.6055,0,0
15,351,237,415,1673,1,1,1.4725,0,0
22,36,9015,2425,311,0,1,0.0035,0,1
20,0,72,4880,20,0,1,0.0,0,1
4,1,66,1903,12,0,1,0.022,0,1
9,16,1734,866,776,1,1,0.006,0,0
13,1456,2289,335,2423,1,1,0.6326,0,0
25,2,65,3349,357,0,1,0.021,0,1
12,45,1769,71,2791,1,0,0.0274,0,0
11,34,105,852,312,1,1,0.3053,0,0
10,52,2944,904,932,1,1,0.0265,0,0
15,69,99,458,380,1,1,0.6922,0,0
17,7,7,3703,4,1,0,0.9991,0,1
15,57,12,851,369,1,0,4.742,0,0
16,3,31,449,3,0,1,0.0917,0,1
16,570,1309,369,2552,1,0,0.4482,0,0
10,873,2344,616,3095,0,1,0.3691,0,0
6,3,125,369,1255,1,1,0.0171,0,0
7,1661,2786,58,1566,1,1,0.6037,0,0
17,655,3214,447,2998,1,1,0.1993,0,0
28,4,68,3132,13,0,0,0.0576,0,1
5,68,159,910,1640,1,1,0.43,0,0
6,1223,3584,973,1225,1,1,0.3428,0,0
3,2,16,3255,23,0,0,0.0989,0,1
16,1391,446,672,2789,1,1,3.1054,0,0
16,1108,6781,884,3194,1,0,0.166,0,0
12,58,312,264,664,1,0,0.1862,0,0
14,1848,50,319,1520,1,1,36.9488,0,0
21,1,5,113,346,1,0,0.2009,0,1
12,1447,452,427,3347,1,1,3.2023,0,0
14,194,3060,253,2776,1,0,0.0723,0,0
5,1,1507,472,3632,1,1,0.0103,0,0
11,335,42257,847,3215,1,0,0.0,0,0
12,268,3821,667,998,1,1,0.0653,0,0
4,10,9895,346,86,1,0,0.0066,0,1
5,0,32,1119,1,0,0,0.0,0,1
5,43,39,744,187,1,1,1.1139,0,0
19,15,160,177,2937,1,1,0.0986,0,0
18,6,55,1002,29,0,0,0.099,0,1
17,62,485,274,452,1,1,0.1421,0,0
16,1990,270,749,2615,1,0,7.3632,0,0
15,1490,55,777,758,0,1,27.0981,0,0
11,461,240,837,2566,1,1,1.9427,0,0
26,5,24,2328,11,0,0,0.1896,0,1
17,1765,490,945,1543,0,1,3.6131,1,0
16,14,298,436,331,0,1,0.0559,0,0
24,9,61,1265,18,1,0,0.158,0,1
16,5,432,706,2245,1,0,0.0033,0,0
13,1423,92,663,2579,1,0,15.4651,0,0
6,39,63,3997,344,1,0,0.623,0,1
6,37,268,96,1040,1,1,0.142,0,0
7,8,25,2909,27,1,0,0.3135,0,1
15,1776,261,748,2914,0,1,6.8045,0,0
5,558,4299,880,3382,1,1,0.1275,0,0
5,83,53,538,86,1,1,1.5724,0,0
24,7,8719,3275,7,0,0,0.0,0,1
19,33,3088,120,1578,1,1,0.0244,0,0
17,0,480,458,1115,1,1,0.1511,1,0
14,596,416,855,1851,0,0,1.4267,0,0
8,64,272,634,2568,0,1,0.2495,0,0
19,58,39421,888,1736,1,1,0.0045,0,0
21,3,59,350,20,0,0,0.0584,0,1
20,18,2342,4496,214,1,0,0.0,0,1
4,0,5981,4206,3,1,1,0.005,0,1
15,1734,199,901,2734,1,0,8.7219,0,0
8,54,14,204,1925,1,1,3.8501,0,0
7,30,494,791,1539,0,1,0.045,0,0
20,0,23,1505,257,0,0,0.0,0,1
11,177,71,913,2472,1,1,2.5137,0,0
7,63,216,640,225,1,1,0.2959,1,0
8,10,446,438,1291,0,1,0.0141,0,0
19,357,3592,711,1259,1,0,0.098,0,0
13,12,288,937,1025,1,0,0.0407,0,0
7,569,122,318,1371,1,0,4.6753,0,0
27,19,5,2851,7,0,0,3.7947,0,1
17,54,39,999,2329,1,1,1.3823,0,0
11,1141,298,707,1931,1,0,3.8406,0,0
6,5,6,2439,17,0,1,0.823,0,1
7,1143,156,151,2729,1,0,7.332,0,0
9,24,4513,255,1528,1,1,0.0294,0,0
18,44,2460,540,1015,1,1,0.0239,0,0
3,3,3632,1368,47,0,0,0.0,0,1
5,42,1438,849,2076,1,0,0.0273,0,0
8,1355,334,778,3604,1,0,4.0574,0,0
15,12,170,242,649,1,1,0.0781,0,0
4,49,37,951,18,0,0,1.3152,0,1
19,982,458,609,1044,1,1,2.1367,0,0
12,1507,154,447,3608,1,1,9.7817,0,0
7,7,4772,962,2306,1,0,0.0342,0,0
9,1610,487,625,1693,1,1,3.2996,0,0
11,47,482,421,3390,1,0,0.0961,0,0
21,9,63,1784,1,0,1,0.1338,0,1
7,1703,363,693,2894,0,1,4.6997,0,0
25,6,9911,1082,23,1,0,0.0,0,1
14,41,343,237,3153,1,0,0.1007,1,0
7,394,449,398,1485,1,1,0.8842,0,0
18,23,6995,1645,13,1,0,0.0,0,1
28,1,2,704,52,0,0,0.4983,0,1
19,61,120,733,3112,1,0,0.5169,0,0
13,40,300,156,3365,1,1,0.1203,0,0
13,692,258,879,833,1,1,2.6644,0,0
18,83,219,778,3534,0,0,0.377,0,0
6,1267,15,755,2694,1,0,84.4657,0,0
13,1394,215,563,3279,0,0,6.4776,0,0
11,638,48,297,2436,1,1,13.2794,1,0
6,0,9892,4460,21,0,0,0.0,0,1
17,9,8,1015,5,1,0,1.119,0,1
28,3,19,1016,8,1,0,0.1518,0,1
16,187,254,975,3109,1,0,0.7228,0,0
19,85,244,228,3195,1,0,0.3538,0,0
15,820,370,664,1296,1,1,2.2024,1,0
13,1018,400,783,1134,1,1,2.5381,0,0
11,45,2313,396,301,0,1,0.0089,0,0
16,1186,50,110,1156,0,1,23.7048,0,0
21,9,37,3277,15,0,0,0.2547,0,1
19,1331,3764,442,526,1,1,0.3483,0,0
11,1566,353,129,3354,1,0,4.4301,0,0
14,59,89,514,2049,1,1,0.6534,0,0
24,6,19,3928,337,0,1,0.3251,0,1
11,1,214,924,1455,1,0,0.4264,0,0
10,50,4421,788,323,1,1,0.023,0,0
15,19,495,417,2548,1,1,0.0355,1,0
6,24,425,286,146,1,1,0.055,0,0
16,419,474,184,887,1,1,0.8788,0,0
9,1556,259,130,3611,0,1,6.0135,0,0
7,1496,34020,498,3178,1,0,0.0385,0,0
17,15,7579,1482,56,0,0,0.0,0,1
6,1680,272,672,171,0,1,6.1751,0,0
11,369,380,969,102,1,0,0.9732,0,0
5,4,2331,456,97,0,0,0.0,0,1
22,14,5320,4481,360,0,1,0.0,0,1
9,13,149,633,1496,1,0,0.0835,0,0
7,3,72,1310,147,1,0,0.0434,0,1
12,1833,327,259,941,1,1,5.6209,0,0
5,15,484,819,3244,1,1,0.0182,0,0
18,715,142,303,2260,0,1,5.0265,0,0
6,6,84,147,2202,1,1,0.046,0,0
14,805,336,241,2733,1,1,2.3899,0,0
9,9,1316,382,2969,1,0,0.0199,1,0
10,1312,395,400,584,0,0,3.3401,0,0
15,3,26229,577,915,1,0,0.0689,0,0
23,1,96,3071,25,0,0,0.0069,0,1
16,1307,1282,567,2745,1,1,1.0241,0,0
15,84,147,296,1033,1,1,0.5738,0,0
12,292,394,665,461,1,0,0.7354,0,0
7,22,38,3357,16,0,0,0.5845,0,1
8,52,199,141,469,1,0,0.2607,0,0
20,9,70,2182,29,1,0,0.1019,0,1
6,41,489,272,328,0,0,0.1134,0,0
6,380,432,301,1121,0,0,0.8597,0,0
13,1294,349,264,2657,1,1,3.7079,0,0
23,42,9958,284,9,0,1,0.0,0,1
28,9,44,3341,6,1,1,0.1893,0,1
10,94,179,188,1427,1,0,0.5065,0,0
18,1494,131,918,1045,1,1,11.4015,0,0
14,60,344,828,1837,1,0,0.1936,0,0
16,711,4331,695,1019,1,1,0.1767,0,0
15,20,1019,870,2964,1,0,0.0179,0,0
10,1132,126,755,3505,1,1,8.9781,0,0
6,40,367,216,1766,0,0,0.1117,0,0
8,8,72,888,1655,1,0,0.071,0,0
19,457,2386,788,2593,1,0,0.2103,0,0
9,1127,361,239,2048,1,1,3.1145,0,0
14,1123,340,905,1196,1,0,3.2898,0,0
12,31,180,884,2321,1,1,0.1838,0,0
19,7,5231,1035,30,0,0,0.005,0,1
28,41,23,2183,143,0,1,1.7898,0,1
9,383,401,537,1035,1,1,0.9499,0,0
29,4,72,4874,23,0,1,0.0536,0,1
9,1828,214,357,479,1,1,8.5378,0,0
17,48,7923,4601,18,0,1,0.0,0,1
19,51,189,535,2116,0,1,0.274,0,0
3,8,71,252,25,1,0,0.1145,0,1
7,32,1634,717,383,1,1,0.0,0,0
25,2,34,1358,13,1,0,0.0567,1,1
22,2,43,4832,61,0,0,0.0485,0,1
11,1050,242,99,2746,1,1,4.3383,0,0
18,69,477,903,2195,1,1,0.1381,0,0
17,1,8963,2098,137,0,0,0.0,0,1
19,937,1580,524,1161,1,0,0.6151,0,0
16,3,1701,356,1603,1,1,0.0129,0,0
16,39,7215,2132,9,1,1,0.0089,0,1
18,1379,4866,616,1952,1,0,0.2956,0,0
6,1546,365,443,1790,1,1,4.2411,0,0
5,1128,445,866,3478,1,1,2.536,1,0
11,976,103,180,2773,1,0,9.4935,0,0
7,59,456,734,2027,1,1,0.13,0,0
12,1659,254,864,2506,1,1,6.5265,0,0
13,1389,241,885,1925,1,0,5.7572,0,0
16,609,3750,959,1341,1,1,0.172,0,0
14,0,2958,447,1661,1,1,0.0,0,0
26,2,9057,2770,11,1,0,0.0048,0,1
25,6,1883,223,155,0,1,0.016,0,1
5,9,98,1952,4,1,1,0.1137,0,1
7,62,111,387,2267,0,0,0.5764,0,0
14,1321,404,60,1936,1,1,3.285,0,0
18,39,128,841,2165,1,0,0.3214,0,0
16,87,188,108,3447,0,0,0.4471,0,0
6,11,86,3980,8,0,0,0.133,0,1
22,23,17,3261,51,0,0,1.3543,0,1
10,80,4534,53,1842,1,0,0.0289,0,0
3,38,4845,3617,19,0,1,0.0032,0,1
13,1947,76,223,1049,0,0,25.6224,0,0
7,6,1,1471,161,0,0,5.9922,0,1
19,87,35,683,2718,1,1,2.4883,0,0
6,73,74,91,908,1,1,0.987,0,0
9,57,2867,500,2973,1,1,0.0124,0,0
10,1348,209,234,1189,1,0,6.4433,0,0
17,1073,357,514,523,0,1,3.0088,0,0
7,54,3992,334,2960,1,1,0.0226,0,0
15,26,498,711,1269,1,1,0.0419,0,0
24,8,44,2602,144,0,1,0.1757,0,1
17,43,3605,543,3472,1,1,0.0281,0,0
4,8,44,4396,241,1,0,0.1767,0,1
19,870,37,257,1476,1,1,23.4962,0,0
20,2,4831,404,3,0,1,0.0047,0,1
16,7,7822,1355,22,0,0,0.0,0,1
5,13,1215,971,2207,1,1,0.0216,0,0
24,3,58,4333,28,0,1,0.0352,0,1
7,78,843,974,1903,1,1,0.0992,1,0
9,57,216,157,1410,1,1,0.2715,0,0
28,4,6084,3714,52,1,0,0.0269,0,1
6,2,47,478,146,0,0,0.0416,0,1
7,66,255,788,2196,1,1,0.2602,0,0
17,99,66,739,2041,1,0,1.5006,0,0
22,3,10,578,24,0,0,0.3079,0,1
5,1200,14,366,2497,1,1,85.6988,0,0
16,99,14192,499,2171,1,0,0.0139,0,0
5,214,269,708,414,0,1,0.789,0,0
10,35,128,76,319,1,0,0.2748,0,0
10,936,112,860,3194,1,1,8.357,0,0
5,54,208,538,762,1,1,0.2696,0,0
6,47,79,474,848,1,1,0.5996,0,0
16,1394,485,294,3146,0,0,2.8808,0,0
16,4,439,455,1955,1,0,0.1618,0,0
16,1950,48100,533,2953,1,0,0.0506,0,0
6,40,361,505,1787,1,0,0.1055,1,0
14,1175,3126,697,1040,1,1,0.3832,0,0
5,1322,10,176,1014,1,0,132.2038,0,0
18,717,262,346,2450,1,1,2.7477,0,0
11,216,104,111,1880,1,1,2.0745,1,0
9,4,7015,647,101,0,0,0.0203,0,0
10,90,167,147,305,1,1,0.5668,0,0
7,3,16,1907,20,1,1,0.1948,0,1
12,69,77,683,241,0,1,0.9041,1,0
12,364,45036,650,1299,0,1,0.0138,0,0
8,66,2675,374,2736,1,0,0.005,0,0
9,56,1471,506,928,0,1,0.0217,0,0
5,146,4890,699,3269,1,0,0.0265,0,0
15,0,4907,3511,297,0,1,0.0047,0,1
19,5,1545,413,2351,1,0,0.6713,0,0
15,1,4989,428,193,0,1,0.0,0,0
15,846,2299,703,2099,1,0,0.3802,0,0
17,1239,179,678,3079,1,1,6.9159,1,0
16,7,2914,515,3336,1,1,0.007,0,0
15,1,226,855,3379,1,1,0.1229,0,0
18,999,141,601,2881,1,0,7.0885,0,0
20,2,29,1429,15,0,0,0.0622,0,1
11,62,257,929,3494,0,0,0.2464,0,0
15,1827,315,452,403,0,1,5.7974,0,0
15,1169,245,532,338,1,0,4.7767,0,0
12,96,204,341,2417,1,1,0.4841,0,0
